panel,curve,t_s_after_0121,value
normal_acceleration,ink_bottom,188.198,0.9939
normal_acceleration,ink_top,188.198,1.0092
normal_acceleration,ink_bottom,188.816,0.9939
normal_acceleration,ink_top,188.816,0.9939
normal_acceleration,ink_bottom,189.435,0.9785
normal_acceleration,ink_top,189.435,0.9939
normal_acceleration,ink_bottom,190.053,0.9785
normal_acceleration,ink_top,190.053,0.9939
normal_acceleration,ink_bottom,190.671,0.9631
normal_acceleration,ink_top,190.671,0.9785
normal_acceleration,ink_bottom,191.290,0.9631
normal_acceleration,ink_top,191.290,0.9785
normal_acceleration,ink_bottom,191.908,0.9631
normal_acceleration,ink_top,191.908,0.9785
normal_acceleration,ink_bottom,192.527,0.9631
normal_acceleration,ink_top,192.527,0.9631
normal_acceleration,ink_bottom,193.145,0.9631
normal_acceleration,ink_top,193.145,0.9631
normal_acceleration,ink_bottom,193.763,0.9631
normal_acceleration,ink_top,193.763,0.9631
normal_acceleration,ink_bottom,194.382,0.9477
normal_acceleration,ink_top,194.382,0.9631
normal_acceleration,ink_bottom,195.000,0.9477
normal_acceleration,ink_top,195.000,0.9631
normal_acceleration,ink_bottom,195.618,0.9477
normal_acceleration,ink_top,195.618,0.9631
normal_acceleration,ink_bottom,196.237,0.9477
normal_acceleration,ink_top,196.237,0.9631
normal_acceleration,ink_bottom,196.855,0.9477
normal_acceleration,ink_top,196.855,0.9477
normal_acceleration,ink_bottom,197.473,0.9477
normal_acceleration,ink_top,197.473,0.9631
normal_acceleration,ink_bottom,198.092,0.9477
normal_acceleration,ink_top,198.092,0.9631
normal_acceleration,ink_bottom,198.710,0.9324
normal_acceleration,ink_top,198.710,0.9631
normal_acceleration,ink_bottom,199.329,0.8862
normal_acceleration,ink_top,199.329,0.9631
normal_acceleration,ink_bottom,199.947,0.8709
normal_acceleration,ink_top,199.947,0.9477
normal_acceleration,ink_bottom,200.565,0.8555
normal_acceleration,ink_top,200.565,0.9324
normal_acceleration,ink_bottom,201.184,0.8709
normal_acceleration,ink_top,201.184,0.9324
normal_acceleration,ink_bottom,201.802,0.9016
normal_acceleration,ink_top,201.802,0.9477
normal_acceleration,ink_bottom,202.420,0.9016
normal_acceleration,ink_top,202.420,0.9477
normal_acceleration,ink_bottom,203.039,0.9016
normal_acceleration,ink_top,203.039,0.9324
normal_acceleration,ink_bottom,203.657,0.9016
normal_acceleration,ink_top,203.657,0.9477
normal_acceleration,ink_bottom,204.276,0.9170
normal_acceleration,ink_top,204.276,0.9785
normal_acceleration,ink_bottom,204.894,0.9170
normal_acceleration,ink_top,204.894,0.9785
normal_acceleration,ink_bottom,205.512,0.9170
normal_acceleration,ink_top,205.512,1.0553
normal_acceleration,ink_bottom,206.131,0.9324
normal_acceleration,ink_top,206.131,1.2706
normal_acceleration,ink_bottom,206.749,0.9631
normal_acceleration,ink_top,206.749,1.7164
normal_acceleration,ink_bottom,207.367,0.7940
normal_acceleration,ink_top,207.367,1.7317
normal_acceleration,ink_bottom,207.986,0.3636
normal_acceleration,ink_top,207.986,1.7317
normal_acceleration,ink_bottom,208.604,-0.0054
normal_acceleration,ink_top,208.604,1.5473
normal_acceleration,ink_bottom,209.223,-0.0208
normal_acceleration,ink_top,209.223,1.5012
normal_acceleration,ink_bottom,209.841,-0.0054
normal_acceleration,ink_top,209.841,1.5473
normal_acceleration,ink_bottom,210.459,0.9631
normal_acceleration,ink_top,210.459,1.6395
normal_acceleration,ink_bottom,211.078,1.3013
normal_acceleration,ink_top,211.078,1.6395
normal_acceleration,ink_bottom,211.696,1.3013
normal_acceleration,ink_top,211.696,1.6241
normal_acceleration,ink_bottom,212.314,0.6556
normal_acceleration,ink_top,212.314,1.5319
normal_acceleration,ink_bottom,212.933,-0.9585
normal_acceleration,ink_top,212.933,1.3935
normal_acceleration,ink_bottom,213.551,-0.9585
normal_acceleration,ink_top,213.551,1.3935
normal_acceleration,ink_bottom,214.170,-0.9585
normal_acceleration,ink_top,214.170,1.6856
normal_acceleration,ink_bottom,214.788,0.3482
normal_acceleration,ink_top,214.788,1.9008
normal_acceleration,ink_bottom,215.406,0.9631
normal_acceleration,ink_top,215.406,1.9008
normal_acceleration,ink_bottom,216.025,0.9785
normal_acceleration,ink_top,216.025,1.6241
normal_acceleration,ink_bottom,216.643,0.9785
normal_acceleration,ink_top,216.643,1.3013
normal_acceleration,ink_bottom,217.261,0.9939
normal_acceleration,ink_top,217.261,1.0861
normal_acceleration,ink_bottom,217.880,1.0400
normal_acceleration,ink_top,217.880,1.1015
normal_acceleration,ink_bottom,218.498,1.0553
normal_acceleration,ink_top,218.498,1.1476
normal_acceleration,ink_bottom,219.117,1.0861
normal_acceleration,ink_top,219.117,1.2552
normal_acceleration,ink_bottom,219.735,1.1168
normal_acceleration,ink_top,219.735,1.2706
normal_acceleration,ink_bottom,220.353,1.1015
normal_acceleration,ink_top,220.353,1.2706
normal_acceleration,ink_bottom,220.972,1.0553
normal_acceleration,ink_top,220.972,1.2552
normal_acceleration,ink_bottom,221.590,0.9016
normal_acceleration,ink_top,221.590,1.1630
normal_acceleration,ink_bottom,222.208,0.6710
normal_acceleration,ink_top,222.208,1.0861
normal_acceleration,ink_bottom,222.827,0.6556
normal_acceleration,ink_top,222.827,1.0707
normal_acceleration,ink_bottom,223.445,0.6556
normal_acceleration,ink_top,223.445,0.9477
normal_acceleration,ink_bottom,224.064,0.6710
normal_acceleration,ink_top,224.064,1.0246
normal_acceleration,ink_bottom,224.682,0.7786
normal_acceleration,ink_top,224.682,1.0553
normal_acceleration,ink_bottom,225.300,0.8248
normal_acceleration,ink_top,225.300,1.0553
normal_acceleration,ink_bottom,225.919,0.7940
normal_acceleration,ink_top,225.919,1.0400
normal_acceleration,ink_bottom,226.537,0.7786
normal_acceleration,ink_top,226.537,0.9939
normal_acceleration,ink_bottom,227.155,0.7940
normal_acceleration,ink_top,227.155,0.9631
normal_acceleration,ink_bottom,227.774,0.9477
normal_acceleration,ink_top,227.774,1.0246
normal_acceleration,ink_bottom,228.392,0.9631
normal_acceleration,ink_top,228.392,1.0553
normal_acceleration,ink_bottom,229.011,0.8555
normal_acceleration,ink_top,229.011,1.0707
normal_acceleration,ink_bottom,229.629,0.8094
normal_acceleration,ink_top,229.629,1.0707
normal_acceleration,ink_bottom,230.247,0.7940
normal_acceleration,ink_top,230.247,1.0400
normal_acceleration,ink_bottom,230.866,0.7940
normal_acceleration,ink_top,230.866,1.1322
normal_acceleration,ink_bottom,231.484,0.9477
normal_acceleration,ink_top,231.484,1.1937
normal_acceleration,ink_bottom,232.102,1.0092
normal_acceleration,ink_top,232.102,1.1937
normal_acceleration,ink_bottom,232.721,0.9477
normal_acceleration,ink_top,232.721,1.1783
normal_acceleration,ink_bottom,233.339,0.9324
normal_acceleration,ink_top,233.339,1.0861
normal_acceleration,ink_bottom,233.958,0.8862
normal_acceleration,ink_top,233.958,0.9631
normal_acceleration,ink_bottom,234.576,0.7171
normal_acceleration,ink_top,234.576,0.9170
normal_acceleration,ink_bottom,235.194,0.5942
normal_acceleration,ink_top,235.194,0.8709
normal_acceleration,ink_bottom,235.813,0.5788
normal_acceleration,ink_top,235.813,0.8555
normal_acceleration,ink_bottom,236.431,0.6403
normal_acceleration,ink_top,236.431,0.9939
normal_acceleration,ink_bottom,237.049,0.8248
normal_acceleration,ink_top,237.049,1.0400
normal_acceleration,ink_bottom,237.668,0.8248
normal_acceleration,ink_top,237.668,1.0400
normal_acceleration,ink_bottom,238.286,0.6556
normal_acceleration,ink_top,238.286,1.0400
normal_acceleration,ink_bottom,238.905,0.6249
normal_acceleration,ink_top,238.905,0.8862
normal_acceleration,ink_bottom,239.523,0.6249
normal_acceleration,ink_top,239.523,0.8862
normal_acceleration,ink_bottom,240.141,0.6864
normal_acceleration,ink_top,240.141,0.9170
normal_acceleration,ink_bottom,240.760,0.8862
normal_acceleration,ink_top,240.760,0.9477
normal_acceleration,ink_bottom,241.378,0.9170
normal_acceleration,ink_top,241.378,1.1015
normal_acceleration,ink_bottom,241.996,0.9477
normal_acceleration,ink_top,241.996,1.1168
normal_acceleration,ink_bottom,242.615,0.9170
normal_acceleration,ink_top,242.615,1.1168
normal_acceleration,ink_bottom,243.233,0.9170
normal_acceleration,ink_top,243.233,1.1015
normal_acceleration,ink_bottom,243.852,0.9631
normal_acceleration,ink_top,243.852,1.1168
normal_acceleration,ink_bottom,244.470,1.0553
normal_acceleration,ink_top,244.470,1.1168
normal_acceleration,ink_bottom,245.088,1.0707
normal_acceleration,ink_top,245.088,1.1168
normal_acceleration,ink_bottom,245.707,1.0246
normal_acceleration,ink_top,245.707,1.1015
normal_acceleration,ink_bottom,246.325,0.9170
normal_acceleration,ink_top,246.325,1.0861
normal_acceleration,ink_bottom,246.943,0.9016
normal_acceleration,ink_top,246.943,1.0400
normal_acceleration,ink_bottom,247.562,0.9170
normal_acceleration,ink_top,247.562,1.0400
normal_acceleration,ink_bottom,248.180,0.9170
normal_acceleration,ink_top,248.180,1.0400
normal_acceleration,ink_bottom,248.799,0.8555
normal_acceleration,ink_top,248.799,1.0400
normal_acceleration,ink_bottom,249.417,0.8401
normal_acceleration,ink_top,249.417,0.9939
normal_acceleration,ink_bottom,250.035,0.8248
normal_acceleration,ink_top,250.035,0.9477
normal_acceleration,ink_bottom,250.654,0.8555
normal_acceleration,ink_top,250.654,1.0246
normal_acceleration,ink_bottom,251.272,0.9477
normal_acceleration,ink_top,251.272,1.0246
normal_acceleration,ink_bottom,251.890,0.9631
normal_acceleration,ink_top,251.890,1.0246
normal_acceleration,ink_bottom,252.509,0.9631
normal_acceleration,ink_top,252.509,1.0246
normal_acceleration,ink_bottom,253.127,0.9785
normal_acceleration,ink_top,253.127,1.0246
normal_acceleration,ink_bottom,253.746,1.0092
normal_acceleration,ink_top,253.746,1.0553
normal_acceleration,ink_bottom,254.364,1.0246
normal_acceleration,ink_top,254.364,1.1015
normal_acceleration,ink_bottom,254.982,1.0707
normal_acceleration,ink_top,254.982,1.1322
normal_acceleration,ink_bottom,255.601,1.0707
normal_acceleration,ink_top,255.601,1.1322
normal_acceleration,ink_bottom,256.219,0.9170
normal_acceleration,ink_top,256.219,1.1322
normal_acceleration,ink_bottom,256.837,0.9016
normal_acceleration,ink_top,256.837,1.0861
normal_acceleration,ink_bottom,257.456,0.8862
normal_acceleration,ink_top,257.456,0.9631
normal_acceleration,ink_bottom,258.074,0.8862
normal_acceleration,ink_top,258.074,0.9477
normal_acceleration,ink_bottom,258.693,0.9170
normal_acceleration,ink_top,258.693,0.9631
normal_acceleration,ink_bottom,259.311,0.9324
normal_acceleration,ink_top,259.311,0.9631
normal_acceleration,ink_bottom,259.929,0.9324
normal_acceleration,ink_top,259.929,1.0092
normal_acceleration,ink_bottom,260.548,0.9477
normal_acceleration,ink_top,260.548,1.1015
normal_acceleration,ink_bottom,261.166,0.9785
normal_acceleration,ink_top,261.166,1.1015
normal_acceleration,ink_bottom,261.784,0.9631
normal_acceleration,ink_top,261.784,1.1015
normal_acceleration,ink_bottom,262.403,0.9477
normal_acceleration,ink_top,262.403,1.0400
normal_acceleration,ink_bottom,263.021,0.9477
normal_acceleration,ink_top,263.021,1.0246
normal_acceleration,ink_bottom,263.640,0.9631
normal_acceleration,ink_top,263.640,1.0553
normal_acceleration,ink_bottom,264.258,0.9631
normal_acceleration,ink_top,264.258,1.0553
normal_acceleration,ink_bottom,264.876,0.9324
normal_acceleration,ink_top,264.876,1.0553
normal_acceleration,ink_bottom,265.495,0.9324
normal_acceleration,ink_top,265.495,0.9939
normal_acceleration,ink_bottom,266.113,0.9324
normal_acceleration,ink_top,266.113,0.9785
normal_acceleration,ink_bottom,266.731,0.9324
normal_acceleration,ink_top,266.731,0.9785
normal_acceleration,ink_bottom,267.350,0.9324
normal_acceleration,ink_top,267.350,0.9939
normal_acceleration,ink_bottom,267.968,0.9324
normal_acceleration,ink_top,267.968,1.0092
normal_acceleration,ink_bottom,268.587,0.9631
normal_acceleration,ink_top,268.587,1.0553
normal_acceleration,ink_bottom,269.205,0.9631
normal_acceleration,ink_top,269.205,1.0553
normal_acceleration,ink_bottom,269.823,0.9631
normal_acceleration,ink_top,269.823,1.0553
normal_acceleration,ink_bottom,270.442,0.9631
normal_acceleration,ink_top,270.442,1.0553
normal_acceleration,ink_bottom,271.060,0.9785
normal_acceleration,ink_top,271.060,1.1168
normal_acceleration,ink_bottom,271.678,1.0092
normal_acceleration,ink_top,271.678,1.1168
normal_acceleration,ink_bottom,272.297,0.9477
normal_acceleration,ink_top,272.297,1.1168
normal_acceleration,ink_bottom,272.915,0.9324
normal_acceleration,ink_top,272.915,1.0553
normal_acceleration,ink_bottom,273.534,0.9477
normal_acceleration,ink_top,273.534,1.0400
normal_acceleration,ink_bottom,274.152,0.9631
normal_acceleration,ink_top,274.152,1.0553
normal_acceleration,ink_bottom,274.770,1.0092
normal_acceleration,ink_top,274.770,1.0707
normal_acceleration,ink_bottom,275.389,1.0092
normal_acceleration,ink_top,275.389,1.0707
normal_acceleration,ink_bottom,276.007,1.0092
normal_acceleration,ink_top,276.007,1.0861
normal_acceleration,ink_bottom,276.625,1.0246
normal_acceleration,ink_top,276.625,1.0861
normal_acceleration,ink_bottom,277.244,1.0246
normal_acceleration,ink_top,277.244,1.0861
normal_acceleration,ink_bottom,277.862,1.0092
normal_acceleration,ink_top,277.862,1.0553
normal_acceleration,ink_bottom,278.481,0.9939
normal_acceleration,ink_top,278.481,1.0400
normal_acceleration,ink_bottom,279.099,1.0092
normal_acceleration,ink_top,279.099,1.0861
normal_acceleration,ink_bottom,279.717,1.0246
normal_acceleration,ink_top,279.717,1.0861
normal_acceleration,ink_bottom,280.336,0.9785
normal_acceleration,ink_top,280.336,1.0861
normal_acceleration,ink_bottom,280.954,0.9631
normal_acceleration,ink_top,280.954,1.0553
normal_acceleration,ink_bottom,281.572,0.9477
normal_acceleration,ink_top,281.572,1.0246
normal_acceleration,ink_bottom,282.191,0.9785
normal_acceleration,ink_top,282.191,1.0092
normal_acceleration,ink_bottom,282.809,0.9939
normal_acceleration,ink_top,282.809,1.0246
normal_acceleration,ink_bottom,283.428,1.0092
normal_acceleration,ink_top,283.428,1.0400
normal_acceleration,ink_bottom,284.046,1.0246
normal_acceleration,ink_top,284.046,1.0400
normal_acceleration,ink_bottom,284.664,1.0400
normal_acceleration,ink_top,284.664,1.0553
normal_acceleration,ink_bottom,285.283,1.0400
normal_acceleration,ink_top,285.283,1.0707
normal_acceleration,ink_bottom,285.901,1.0400
normal_acceleration,ink_top,285.901,1.0707
normal_acceleration,ink_bottom,286.519,1.0400
normal_acceleration,ink_top,286.519,1.0707
normal_acceleration,ink_bottom,287.138,1.0246
normal_acceleration,ink_top,287.138,1.0553
normal_acceleration,ink_bottom,287.756,1.0092
normal_acceleration,ink_top,287.756,1.0400
normal_acceleration,ink_bottom,288.375,0.9939
normal_acceleration,ink_top,288.375,1.0246
normal_acceleration,ink_bottom,288.993,0.9785
normal_acceleration,ink_top,288.993,1.0092
normal_acceleration,ink_bottom,289.611,0.9631
normal_acceleration,ink_top,289.611,0.9939
normal_acceleration,ink_bottom,290.230,0.9631
normal_acceleration,ink_top,290.230,0.9785
normal_acceleration,ink_bottom,290.848,0.9477
normal_acceleration,ink_top,290.848,0.9631
normal_acceleration,ink_bottom,291.466,0.9477
normal_acceleration,ink_top,291.466,0.9631
normal_acceleration,ink_bottom,292.085,0.9631
normal_acceleration,ink_top,292.085,0.9785
normal_acceleration,ink_bottom,292.703,0.9785
normal_acceleration,ink_top,292.703,0.9939
normal_acceleration,ink_bottom,293.322,0.9785
normal_acceleration,ink_top,293.322,0.9939
normal_acceleration,ink_bottom,293.940,0.9785
normal_acceleration,ink_top,293.940,1.0092
normal_acceleration,ink_bottom,294.558,0.9939
normal_acceleration,ink_top,294.558,1.0246
normal_acceleration,ink_bottom,295.177,0.9939
normal_acceleration,ink_top,295.177,1.0246
normal_acceleration,ink_bottom,295.795,0.9939
normal_acceleration,ink_top,295.795,1.0246
normal_acceleration,ink_bottom,296.413,0.9939
normal_acceleration,ink_top,296.413,1.0092
normal_acceleration,ink_bottom,297.032,0.9939
normal_acceleration,ink_top,297.032,1.0092
normal_acceleration,ink_bottom,297.650,0.9939
normal_acceleration,ink_top,297.650,1.0092
normal_acceleration,ink_bottom,298.269,0.9939
normal_acceleration,ink_top,298.269,1.0092
normal_acceleration,ink_bottom,298.887,0.9785
normal_acceleration,ink_top,298.887,1.0092
vertical_wind,ink_bottom,1.886,2.0548
vertical_wind,ink_top,1.886,5.8600
vertical_wind,ink_bottom,2.504,2.0548
vertical_wind,ink_top,2.504,5.0989
vertical_wind,ink_bottom,3.122,2.0548
vertical_wind,ink_top,3.122,5.0989
vertical_wind,ink_bottom,3.740,1.2938
vertical_wind,ink_top,3.740,5.0989
vertical_wind,ink_bottom,4.359,0.5327
vertical_wind,ink_top,4.359,4.3379
vertical_wind,ink_bottom,4.977,1.2938
vertical_wind,ink_top,4.977,4.3379
vertical_wind,ink_bottom,5.595,1.2938
vertical_wind,ink_top,5.595,5.0989
vertical_wind,ink_bottom,6.213,0.5327
vertical_wind,ink_top,6.213,4.3379
vertical_wind,ink_bottom,6.832,1.2938
vertical_wind,ink_top,6.832,4.3379
vertical_wind,ink_bottom,7.450,2.0548
vertical_wind,ink_top,7.450,5.0989
vertical_wind,ink_bottom,8.068,1.2938
vertical_wind,ink_top,8.068,4.3379
vertical_wind,ink_bottom,8.686,1.2938
vertical_wind,ink_top,8.686,2.0548
vertical_wind,ink_bottom,9.304,1.2938
vertical_wind,ink_top,9.304,2.0548
vertical_wind,ink_bottom,9.923,1.2938
vertical_wind,ink_top,9.923,2.0548
vertical_wind,ink_bottom,10.541,0.5327
vertical_wind,ink_top,10.541,1.2938
vertical_wind,ink_bottom,11.159,0.5327
vertical_wind,ink_top,11.159,1.2938
vertical_wind,ink_bottom,11.777,0.5327
vertical_wind,ink_top,11.777,1.2938
vertical_wind,ink_bottom,12.396,1.2938
vertical_wind,ink_top,12.396,1.2938
vertical_wind,ink_bottom,13.014,1.2938
vertical_wind,ink_top,13.014,2.0548
vertical_wind,ink_bottom,13.632,0.5327
vertical_wind,ink_top,13.632,1.2938
vertical_wind,ink_bottom,14.250,0.5327
vertical_wind,ink_top,14.250,1.2938
vertical_wind,ink_bottom,14.869,1.2938
vertical_wind,ink_top,14.869,1.2938
vertical_wind,ink_bottom,15.487,1.2938
vertical_wind,ink_top,15.487,2.0548
vertical_wind,ink_bottom,16.105,1.2938
vertical_wind,ink_top,16.105,2.0548
vertical_wind,ink_bottom,16.723,1.2938
vertical_wind,ink_top,16.723,2.0548
vertical_wind,ink_bottom,17.342,1.2938
vertical_wind,ink_top,17.342,2.0548
vertical_wind,ink_bottom,17.960,0.5327
vertical_wind,ink_top,17.960,1.2938
vertical_wind,ink_bottom,18.578,0.5327
vertical_wind,ink_top,18.578,1.2938
vertical_wind,ink_bottom,19.196,0.5327
vertical_wind,ink_top,19.196,2.0548
vertical_wind,ink_bottom,19.815,1.2938
vertical_wind,ink_top,19.815,2.8158
vertical_wind,ink_bottom,20.433,2.0548
vertical_wind,ink_top,20.433,2.8158
vertical_wind,ink_bottom,21.051,1.2938
vertical_wind,ink_top,21.051,2.8158
vertical_wind,ink_bottom,21.669,1.2938
vertical_wind,ink_top,21.669,2.0548
vertical_wind,ink_bottom,22.287,1.2938
vertical_wind,ink_top,22.287,2.8158
vertical_wind,ink_bottom,22.906,2.0548
vertical_wind,ink_top,22.906,2.8158
vertical_wind,ink_bottom,23.524,2.0548
vertical_wind,ink_top,23.524,2.8158
vertical_wind,ink_bottom,24.142,2.0548
vertical_wind,ink_top,24.142,2.8158
vertical_wind,ink_bottom,24.760,2.0548
vertical_wind,ink_top,24.760,3.5769
vertical_wind,ink_bottom,25.379,2.0548
vertical_wind,ink_top,25.379,3.5769
vertical_wind,ink_bottom,25.997,2.0548
vertical_wind,ink_top,25.997,2.8158
vertical_wind,ink_bottom,26.615,2.0548
vertical_wind,ink_top,26.615,2.8158
vertical_wind,ink_bottom,27.233,2.0548
vertical_wind,ink_top,27.233,2.8158
vertical_wind,ink_bottom,27.852,2.0548
vertical_wind,ink_top,27.852,2.8158
vertical_wind,ink_bottom,28.470,1.2938
vertical_wind,ink_top,28.470,2.8158
vertical_wind,ink_bottom,29.088,1.2938
vertical_wind,ink_top,29.088,2.0548
vertical_wind,ink_bottom,29.706,1.2938
vertical_wind,ink_top,29.706,2.8158
vertical_wind,ink_bottom,30.325,2.0548
vertical_wind,ink_top,30.325,2.8158
vertical_wind,ink_bottom,30.943,2.0548
vertical_wind,ink_top,30.943,2.8158
vertical_wind,ink_bottom,31.561,2.0548
vertical_wind,ink_top,31.561,2.8158
vertical_wind,ink_bottom,32.179,2.0548
vertical_wind,ink_top,32.179,2.8158
vertical_wind,ink_bottom,32.798,2.8158
vertical_wind,ink_top,32.798,3.5769
vertical_wind,ink_bottom,33.416,3.5769
vertical_wind,ink_top,33.416,5.8600
vertical_wind,ink_bottom,34.034,4.3379
vertical_wind,ink_top,34.034,7.3820
vertical_wind,ink_bottom,34.652,2.8158
vertical_wind,ink_top,34.652,7.3820
vertical_wind,ink_bottom,35.270,2.8158
vertical_wind,ink_top,35.270,5.8600
vertical_wind,ink_bottom,35.889,2.8158
vertical_wind,ink_top,35.889,5.8600
vertical_wind,ink_bottom,36.507,3.5769
vertical_wind,ink_top,36.507,6.6210
vertical_wind,ink_bottom,37.125,2.0548
vertical_wind,ink_top,37.125,5.8600
vertical_wind,ink_bottom,37.743,2.0548
vertical_wind,ink_top,37.743,4.3379
vertical_wind,ink_bottom,38.362,2.0548
vertical_wind,ink_top,38.362,2.8158
vertical_wind,ink_bottom,38.980,2.0548
vertical_wind,ink_top,38.980,2.8158
vertical_wind,ink_bottom,39.598,1.2938
vertical_wind,ink_top,39.598,2.8158
vertical_wind,ink_bottom,40.216,2.0548
vertical_wind,ink_top,40.216,3.5769
vertical_wind,ink_bottom,40.835,2.8158
vertical_wind,ink_top,40.835,5.8600
vertical_wind,ink_bottom,41.453,4.3379
vertical_wind,ink_top,41.453,6.6210
vertical_wind,ink_bottom,42.071,4.3379
vertical_wind,ink_top,42.071,6.6210
vertical_wind,ink_bottom,42.689,2.0548
vertical_wind,ink_top,42.689,5.8600
vertical_wind,ink_bottom,43.308,2.0548
vertical_wind,ink_top,43.308,4.3379
vertical_wind,ink_bottom,43.926,1.2938
vertical_wind,ink_top,43.926,2.8158
vertical_wind,ink_bottom,44.544,1.2938
vertical_wind,ink_top,44.544,2.8158
vertical_wind,ink_bottom,45.162,1.2938
vertical_wind,ink_top,45.162,2.0548
vertical_wind,ink_bottom,45.781,0.5327
vertical_wind,ink_top,45.781,1.2938
vertical_wind,ink_bottom,46.399,-0.2283
vertical_wind,ink_top,46.399,1.2938
vertical_wind,ink_bottom,47.017,-0.2283
vertical_wind,ink_top,47.017,0.5327
vertical_wind,ink_bottom,47.635,-0.9893
vertical_wind,ink_top,47.635,-0.2283
vertical_wind,ink_bottom,48.253,-0.9893
vertical_wind,ink_top,48.253,-0.2283
vertical_wind,ink_bottom,48.872,-0.9893
vertical_wind,ink_top,48.872,-0.2283
vertical_wind,ink_bottom,49.490,-0.9893
vertical_wind,ink_top,49.490,0.5327
vertical_wind,ink_bottom,50.108,-0.2283
vertical_wind,ink_top,50.108,0.5327
vertical_wind,ink_bottom,50.726,0.5327
vertical_wind,ink_top,50.726,1.2938
vertical_wind,ink_bottom,51.345,0.5327
vertical_wind,ink_top,51.345,2.0548
vertical_wind,ink_bottom,51.963,1.2938
vertical_wind,ink_top,51.963,2.0548
vertical_wind,ink_bottom,52.581,1.2938
vertical_wind,ink_top,52.581,2.0548
vertical_wind,ink_bottom,53.199,2.0548
vertical_wind,ink_top,53.199,2.8158
vertical_wind,ink_bottom,53.818,2.0548
vertical_wind,ink_top,53.818,2.8158
vertical_wind,ink_bottom,54.436,2.0548
vertical_wind,ink_top,54.436,2.8158
vertical_wind,ink_bottom,55.054,2.0548
vertical_wind,ink_top,55.054,2.8158
vertical_wind,ink_bottom,55.672,1.2938
vertical_wind,ink_top,55.672,2.0548
vertical_wind,ink_bottom,56.291,0.5327
vertical_wind,ink_top,56.291,1.2938
vertical_wind,ink_bottom,56.909,-0.2283
vertical_wind,ink_top,56.909,1.2938
vertical_wind,ink_bottom,57.527,-2.5114
vertical_wind,ink_top,57.527,0.5327
vertical_wind,ink_bottom,58.145,-4.7945
vertical_wind,ink_top,58.145,-0.2283
vertical_wind,ink_bottom,58.764,-6.3166
vertical_wind,ink_top,58.764,-2.5114
vertical_wind,ink_bottom,59.382,-5.5556
vertical_wind,ink_top,59.382,-1.7504
vertical_wind,ink_bottom,60.000,-4.0335
vertical_wind,ink_top,60.000,-0.9893
vertical_wind,ink_bottom,60.618,-4.7945
vertical_wind,ink_top,60.618,-1.7504
vertical_wind,ink_bottom,61.236,-5.5556
vertical_wind,ink_top,61.236,-3.2725
vertical_wind,ink_bottom,61.855,-5.5556
vertical_wind,ink_top,61.855,-4.0335
vertical_wind,ink_bottom,62.473,-4.7945
vertical_wind,ink_top,62.473,-3.2725
vertical_wind,ink_bottom,63.091,-4.0335
vertical_wind,ink_top,63.091,-2.5114
vertical_wind,ink_bottom,63.709,-3.2725
vertical_wind,ink_top,63.709,-2.5114
vertical_wind,ink_bottom,64.328,-3.2725
vertical_wind,ink_top,64.328,-2.5114
vertical_wind,ink_bottom,64.946,-3.2725
vertical_wind,ink_top,64.946,-2.5114
vertical_wind,ink_bottom,65.564,-4.0335
vertical_wind,ink_top,65.564,-2.5114
vertical_wind,ink_bottom,66.182,-4.0335
vertical_wind,ink_top,66.182,-3.2725
vertical_wind,ink_bottom,66.801,-4.0335
vertical_wind,ink_top,66.801,-3.2725
vertical_wind,ink_bottom,67.419,-4.0335
vertical_wind,ink_top,67.419,-3.2725
vertical_wind,ink_bottom,68.037,-4.0335
vertical_wind,ink_top,68.037,-3.2725
vertical_wind,ink_bottom,68.655,-4.0335
vertical_wind,ink_top,68.655,-3.2725
vertical_wind,ink_bottom,69.274,-4.0335
vertical_wind,ink_top,69.274,-3.2725
vertical_wind,ink_bottom,69.892,-4.0335
vertical_wind,ink_top,69.892,-3.2725
vertical_wind,ink_bottom,70.510,-4.0335
vertical_wind,ink_top,70.510,-3.2725
vertical_wind,ink_bottom,71.128,-4.0335
vertical_wind,ink_top,71.128,-2.5114
vertical_wind,ink_bottom,71.747,-3.2725
vertical_wind,ink_top,71.747,-1.7504
vertical_wind,ink_bottom,72.365,-2.5114
vertical_wind,ink_top,72.365,-1.7504
vertical_wind,ink_bottom,72.983,-2.5114
vertical_wind,ink_top,72.983,-0.9893
vertical_wind,ink_bottom,73.601,-1.7504
vertical_wind,ink_top,73.601,-0.9893
vertical_wind,ink_bottom,74.219,-1.7504
vertical_wind,ink_top,74.219,-0.9893
vertical_wind,ink_bottom,74.838,-1.7504
vertical_wind,ink_top,74.838,-0.9893
vertical_wind,ink_bottom,75.456,-1.7504
vertical_wind,ink_top,75.456,-0.9893
vertical_wind,ink_bottom,76.074,-1.7504
vertical_wind,ink_top,76.074,-0.9893
vertical_wind,ink_bottom,76.692,-2.5114
vertical_wind,ink_top,76.692,-1.7504
vertical_wind,ink_bottom,77.311,-2.5114
vertical_wind,ink_top,77.311,-1.7504
vertical_wind,ink_bottom,77.929,-3.2725
vertical_wind,ink_top,77.929,-1.7504
vertical_wind,ink_bottom,78.547,-3.2725
vertical_wind,ink_top,78.547,-1.7504
vertical_wind,ink_bottom,79.165,-3.2725
vertical_wind,ink_top,79.165,-2.5114
vertical_wind,ink_bottom,79.784,-2.5114
vertical_wind,ink_top,79.784,-1.7504
vertical_wind,ink_bottom,80.402,-2.5114
