panel,curve,t_s_after_0121,value
vertical_wind,ink_bottom,273.910,-21.5373
vertical_wind,ink_top,273.910,-15.4490
vertical_wind,ink_bottom,274.529,-20.7763
vertical_wind,ink_top,274.529,-16.2100
vertical_wind,ink_bottom,275.147,-21.5373
vertical_wind,ink_top,275.147,-16.9711
vertical_wind,ink_bottom,275.765,-21.5373
vertical_wind,ink_top,275.765,-15.4490
vertical_wind,ink_bottom,276.383,-18.4932
vertical_wind,ink_top,276.383,-13.9269
vertical_wind,ink_bottom,277.002,-18.4932
vertical_wind,ink_top,277.002,-13.9269
vertical_wind,ink_bottom,277.620,-20.0152
vertical_wind,ink_top,277.620,-14.6880
vertical_wind,ink_bottom,278.238,-20.7763
vertical_wind,ink_top,278.238,-16.9711
vertical_wind,ink_bottom,278.856,-20.0152
vertical_wind,ink_top,278.856,-16.9711
vertical_wind,ink_bottom,279.474,-20.0152
vertical_wind,ink_top,279.474,-13.9269
vertical_wind,ink_bottom,280.093,-17.7321
vertical_wind,ink_top,280.093,-13.1659
vertical_wind,ink_bottom,280.711,-18.4932
vertical_wind,ink_top,280.711,-13.1659
vertical_wind,ink_bottom,281.329,-20.0152
vertical_wind,ink_top,281.329,-15.4490
vertical_wind,ink_bottom,281.947,-19.2542
vertical_wind,ink_top,281.947,-16.9711
vertical_wind,ink_bottom,282.566,-18.4932
vertical_wind,ink_top,282.566,-16.9711
vertical_wind,ink_bottom,283.184,-17.7321
vertical_wind,ink_top,283.184,-14.6880
vertical_wind,ink_bottom,283.802,-16.9711
vertical_wind,ink_top,283.802,-12.4049
vertical_wind,ink_bottom,284.420,-13.9269
vertical_wind,ink_top,284.420,-10.8828
vertical_wind,ink_bottom,285.039,-13.1659
vertical_wind,ink_top,285.039,-10.8828
vertical_wind,ink_bottom,285.657,-13.1659
vertical_wind,ink_top,285.657,-8.5997
vertical_wind,ink_bottom,286.275,-11.6438
vertical_wind,ink_top,286.275,-7.0776
vertical_wind,ink_bottom,286.893,-9.3607
vertical_wind,ink_top,286.893,-7.0776
vertical_wind,ink_bottom,287.512,-11.6438
vertical_wind,ink_top,287.512,-7.0776
vertical_wind,ink_bottom,288.130,-12.4049
vertical_wind,ink_top,288.130,-7.0776
vertical_wind,ink_bottom,288.748,-11.6438
vertical_wind,ink_top,288.748,-8.5997
vertical_wind,ink_bottom,289.366,-11.6438
vertical_wind,ink_top,289.366,-9.3607
vertical_wind,ink_bottom,289.985,-11.6438
vertical_wind,ink_top,289.985,-9.3607
vertical_wind,ink_bottom,290.603,-12.4049
vertical_wind,ink_top,290.603,-10.1218
vertical_wind,ink_bottom,291.221,-13.1659
vertical_wind,ink_top,291.221,-10.8828
vertical_wind,ink_bottom,291.839,-13.1659
vertical_wind,ink_top,291.839,-10.8828
vertical_wind,ink_bottom,292.457,-12.4049
vertical_wind,ink_top,292.457,-11.6438
vertical_wind,ink_bottom,293.076,-12.4049
vertical_wind,ink_top,293.076,-10.8828
vertical_wind,ink_bottom,293.694,-11.6438
vertical_wind,ink_top,293.694,-10.1218
vertical_wind,ink_bottom,294.312,-10.8828
vertical_wind,ink_top,294.312,-10.1218
vertical_wind,ink_bottom,294.930,-10.8828
vertical_wind,ink_top,294.930,-9.3607
vertical_wind,ink_bottom,295.549,-10.1218
vertical_wind,ink_top,295.549,-7.0776
vertical_wind,ink_bottom,296.167,-9.3607
vertical_wind,ink_top,296.167,-4.7945
vertical_wind,ink_bottom,296.785,-7.0776
vertical_wind,ink_top,296.785,-4.0335
vertical_wind,ink_bottom,297.403,-4.7945
vertical_wind,ink_top,297.403,-3.2725
vertical_wind,ink_bottom,298.022,-4.7945
vertical_wind,ink_top,298.022,-3.2725
vertical_wind,ink_bottom,298.640,-5.5556
vertical_wind,ink_top,298.640,-3.2725
true_airspeed,ink_bottom,1.089,481.6988
true_airspeed,ink_top,1.089,481.6988
true_airspeed,ink_bottom,1.709,481.6988
true_airspeed,ink_top,1.709,482.3166
true_airspeed,ink_bottom,2.329,481.6988
true_airspeed,ink_top,2.329,481.6988
true_airspeed,ink_bottom,2.950,481.6988
true_airspeed,ink_top,2.950,481.6988
true_airspeed,ink_bottom,3.570,481.0811
true_airspeed,ink_top,3.570,481.6988
true_airspeed,ink_bottom,4.190,481.0811
true_airspeed,ink_top,4.190,481.6988
true_airspeed,ink_bottom,4.810,480.4633
true_airspeed,ink_top,4.810,481.0811
true_airspeed,ink_bottom,5.430,480.4633
true_airspeed,ink_top,5.430,481.0811
true_airspeed,ink_bottom,6.050,479.8456
true_airspeed,ink_top,6.050,480.4633
true_airspeed,ink_bottom,6.670,479.8456
true_airspeed,ink_top,6.670,480.4633
true_airspeed,ink_bottom,7.290,479.8456
true_airspeed,ink_top,7.290,480.4633
true_airspeed,ink_bottom,7.910,480.4633
true_airspeed,ink_top,7.910,481.0811
true_airspeed,ink_bottom,8.530,480.4633
true_airspeed,ink_top,8.530,481.0811
true_airspeed,ink_bottom,9.150,480.4633
true_airspeed,ink_top,9.150,481.0811
true_airspeed,ink_bottom,9.770,480.4633
true_airspeed,ink_top,9.770,481.0811
true_airspeed,ink_bottom,10.390,481.0811
true_airspeed,ink_top,10.390,481.0811
true_airspeed,ink_bottom,11.010,481.0811
true_airspeed,ink_top,11.010,481.6988
true_airspeed,ink_bottom,11.630,481.0811
true_airspeed,ink_top,11.630,481.6988
true_airspeed,ink_bottom,12.250,481.0811
true_airspeed,ink_top,12.250,481.6988
true_airspeed,ink_bottom,12.870,481.0811
true_airspeed,ink_top,12.870,481.6988
true_airspeed,ink_bottom,13.490,481.0811
true_airspeed,ink_top,13.490,481.0811
true_airspeed,ink_bottom,14.110,481.0811
true_airspeed,ink_top,14.110,481.0811
true_airspeed,ink_bottom,14.730,481.0811
true_airspeed,ink_top,14.730,481.0811
true_airspeed,ink_bottom,15.350,481.0811
true_airspeed,ink_top,15.350,481.0811
true_airspeed,ink_bottom,15.970,481.0811
true_airspeed,ink_top,15.970,481.6988
true_airspeed,ink_bottom,16.590,480.4633
true_airspeed,ink_top,16.590,481.0811
true_airspeed,ink_bottom,17.210,480.4633
true_airspeed,ink_top,17.210,481.0811
true_airspeed,ink_bottom,17.830,480.4633
true_airspeed,ink_top,17.830,481.0811
true_airspeed,ink_bottom,18.450,480.4633
true_airspeed,ink_top,18.450,481.0811
true_airspeed,ink_bottom,19.070,481.0811
true_airspeed,ink_top,19.070,481.6988
true_airspeed,ink_bottom,19.690,481.0811
true_airspeed,ink_top,19.690,481.6988
true_airspeed,ink_bottom,20.310,481.0811
true_airspeed,ink_top,20.310,481.6988
true_airspeed,ink_bottom,20.930,481.0811
true_airspeed,ink_top,20.930,481.6988
true_airspeed,ink_bottom,21.550,480.4633
true_airspeed,ink_top,21.550,481.0811
true_airspeed,ink_bottom,22.170,480.4633
true_airspeed,ink_top,22.170,481.0811
true_airspeed,ink_bottom,22.790,479.8456
true_airspeed,ink_top,22.790,480.4633
true_airspeed,ink_bottom,23.410,479.8456
true_airspeed,ink_top,23.410,480.4633
true_airspeed,ink_bottom,24.030,479.8456
true_airspeed,ink_top,24.030,480.4633
true_airspeed,ink_bottom,24.650,479.8456
true_airspeed,ink_top,24.650,480.4633
true_airspeed,ink_bottom,25.270,479.8456
true_airspeed,ink_top,25.270,480.4633
true_airspeed,ink_bottom,25.890,480.4633
true_airspeed,ink_top,25.890,480.4633
true_airspeed,ink_bottom,26.510,479.8456
true_airspeed,ink_top,26.510,480.4633
true_airspeed,ink_bottom,27.130,479.8456
true_airspeed,ink_top,27.130,480.4633
true_airspeed,ink_bottom,27.750,479.2278
true_airspeed,ink_top,27.750,479.8456
true_airspeed,ink_bottom,28.370,479.2278
true_airspeed,ink_top,28.370,479.8456
true_airspeed,ink_bottom,28.990,479.2278
true_airspeed,ink_top,28.990,479.8456
true_airspeed,ink_bottom,29.610,479.2278
true_airspeed,ink_top,29.610,479.8456
true_airspeed,ink_bottom,30.230,479.2278
true_airspeed,ink_top,30.230,479.8456
true_airspeed,ink_bottom,30.850,479.8456
true_airspeed,ink_top,30.850,480.4633
true_airspeed,ink_bottom,31.470,480.4633
true_airspeed,ink_top,31.470,481.0811
true_airspeed,ink_bottom,32.090,480.4633
true_airspeed,ink_top,32.090,481.0811
true_airspeed,ink_bottom,32.710,479.8456
true_airspeed,ink_top,32.710,480.4633
true_airspeed,ink_bottom,33.330,479.8456
true_airspeed,ink_top,33.330,480.4633
true_airspeed,ink_bottom,33.950,479.8456
true_airspeed,ink_top,33.950,480.4633
true_airspeed,ink_bottom,34.570,479.8456
true_airspeed,ink_top,34.570,480.4633
true_airspeed,ink_bottom,35.190,479.8456
true_airspeed,ink_top,35.190,480.4633
true_airspeed,ink_bottom,35.810,479.8456
true_airspeed,ink_top,35.810,480.4633
true_airspeed,ink_bottom,36.430,479.8456
true_airspeed,ink_top,36.430,480.4633
true_airspeed,ink_bottom,37.050,479.8456
true_airspeed,ink_top,37.050,479.8456
true_airspeed,ink_bottom,37.671,479.2278
true_airspeed,ink_top,37.671,479.8456
true_airspeed,ink_bottom,38.291,479.2278
true_airspeed,ink_top,38.291,479.8456
true_airspeed,ink_bottom,38.911,479.2278
true_airspeed,ink_top,38.911,479.8456
true_airspeed,ink_bottom,39.531,479.8456
true_airspeed,ink_top,39.531,479.8456
true_airspeed,ink_bottom,40.151,479.8456
true_airspeed,ink_top,40.151,479.8456
true_airspeed,ink_bottom,40.771,479.8456
true_airspeed,ink_top,40.771,479.8456
true_airspeed,ink_bottom,41.391,479.8456
true_airspeed,ink_top,41.391,479.8456
true_airspeed,ink_bottom,42.011,479.8456
true_airspeed,ink_top,42.011,479.8456
true_airspeed,ink_bottom,42.631,479.2278
true_airspeed,ink_top,42.631,479.8456
true_airspeed,ink_bottom,43.251,479.2278
true_airspeed,ink_top,43.251,479.8456
true_airspeed,ink_bottom,43.871,479.2278
true_airspeed,ink_top,43.871,479.8456
true_airspeed,ink_bottom,44.491,479.2278
true_airspeed,ink_top,44.491,479.8456
true_airspeed,ink_bottom,45.111,479.2278
true_airspeed,ink_top,45.111,479.8456
true_airspeed,ink_bottom,45.731,479.8456
true_airspeed,ink_top,45.731,479.8456
true_airspeed,ink_bottom,46.351,479.8456
true_airspeed,ink_top,46.351,479.8456
true_airspeed,ink_bottom,46.971,479.2278
true_airspeed,ink_top,46.971,479.8456
true_airspeed,ink_bottom,47.591,479.2278
true_airspeed,ink_top,47.591,479.8456
true_airspeed,ink_bottom,48.211,479.2278
true_airspeed,ink_top,48.211,479.8456
true_airspeed,ink_bottom,48.831,479.2278
true_airspeed,ink_top,48.831,479.8456
true_airspeed,ink_bottom,49.451,479.2278
true_airspeed,ink_top,49.451,479.8456
true_airspeed,ink_bottom,50.071,479.2278
true_airspeed,ink_top,50.071,479.8456
true_airspeed,ink_bottom,50.691,479.2278
true_airspeed,ink_top,50.691,479.2278
true_airspeed,ink_bottom,51.311,478.6100
true_airspeed,ink_top,51.311,479.2278
true_airspeed,ink_bottom,51.931,478.6100
true_airspeed,ink_top,51.931,479.2278
true_airspeed,ink_bottom,52.551,478.6100
true_airspeed,ink_top,52.551,479.2278
true_airspeed,ink_bottom,53.171,479.2278
true_airspeed,ink_top,53.171,479.2278
true_airspeed,ink_bottom,53.791,479.2278
true_airspeed,ink_top,53.791,479.2278
true_airspeed,ink_bottom,54.411,479.2278
true_airspeed,ink_top,54.411,479.8456
true_airspeed,ink_bottom,55.031,479.2278
true_airspeed,ink_top,55.031,479.8456
true_airspeed,ink_bottom,55.651,479.2278
true_airspeed,ink_top,55.651,479.8456
true_airspeed,ink_bottom,56.271,479.8456
true_airspeed,ink_top,56.271,479.8456
true_airspeed,ink_bottom,56.891,479.8456
true_airspeed,ink_top,56.891,480.4633
true_airspeed,ink_bottom,57.511,479.8456
true_airspeed,ink_top,57.511,480.4633
true_airspeed,ink_bottom,58.131,480.4633
true_airspeed,ink_top,58.131,480.4633
true_airspeed,ink_bottom,58.751,480.4633
true_airspeed,ink_top,58.751,480.4633
true_airspeed,ink_bottom,59.371,479.8456
true_airspeed,ink_top,59.371,480.4633
true_airspeed,ink_bottom,59.991,479.8456
true_airspeed,ink_top,59.991,480.4633
true_airspeed,ink_bottom,60.611,479.2278
true_airspeed,ink_top,60.611,479.8456
true_airspeed,ink_bottom,61.231,479.2278
true_airspeed,ink_top,61.231,479.8456
true_airspeed,ink_bottom,61.851,479.2278
true_airspeed,ink_top,61.851,479.8456
true_airspeed,ink_bottom,62.471,479.2278
true_airspeed,ink_top,62.471,479.8456
true_airspeed,ink_bottom,63.091,479.8456
true_airspeed,ink_top,63.091,480.4633
true_airspeed,ink_bottom,63.711,479.8456
true_airspeed,ink_top,63.711,480.4633
true_airspeed,ink_bottom,64.331,479.8456
true_airspeed,ink_top,64.331,480.4633
true_airspeed,ink_bottom,64.951,480.4633
true_airspeed,ink_top,64.951,480.4633
true_airspeed,ink_bottom,65.571,480.4633
true_airspeed,ink_top,65.571,480.4633
true_airspeed,ink_bottom,66.191,480.4633
true_airspeed,ink_top,66.191,481.0811
true_airspeed,ink_bottom,66.811,480.4633
true_airspeed,ink_top,66.811,481.0811
true_airspeed,ink_bottom,67.431,481.0811
true_airspeed,ink_top,67.431,481.0811
true_airspeed,ink_bottom,68.051,480.4633
true_airspeed,ink_top,68.051,481.0811
true_airspeed,ink_bottom,68.671,481.0811
true_airspeed,ink_top,68.671,481.0811
true_airspeed,ink_bottom,69.291,481.0811
true_airspeed,ink_top,69.291,481.6988
true_airspeed,ink_bottom,69.911,481.0811
true_airspeed,ink_top,69.911,481.0811
true_airspeed,ink_bottom,70.531,481.0811
true_airspeed,ink_top,70.531,481.0811
true_airspeed,ink_bottom,71.151,481.0811
true_airspeed,ink_top,71.151,481.0811
true_airspeed,ink_bottom,71.771,481.0811
true_airspeed,ink_top,71.771,481.0811
true_airspeed,ink_bottom,72.391,481.0811
true_airspeed,ink_top,72.391,481.0811
true_airspeed,ink_bottom,73.012,481.0811
true_airspeed,ink_top,73.012,481.6988
true_airspeed,ink_bottom,73.632,481.0811
true_airspeed,ink_top,73.632,481.0811
true_airspeed,ink_bottom,74.252,481.0811
true_airspeed,ink_top,74.252,481.0811
true_airspeed,ink_bottom,74.872,481.0811
true_airspeed,ink_top,74.872,481.0811
true_airspeed,ink_bottom,75.492,481.0811
true_airspeed,ink_top,75.492,481.0811
true_airspeed,ink_bottom,76.112,481.0811
true_airspeed,ink_top,76.112,481.6988
true_airspeed,ink_bottom,76.732,481.6988
true_airspeed,ink_top,76.732,482.3166
true_airspeed,ink_bottom,77.352,481.6988
true_airspeed,ink_top,77.352,482.3166
true_airspeed,ink_bottom,77.972,481.6988
true_airspeed,ink_top,77.972,482.3166
true_airspeed,ink_bottom,78.592,481.6988
true_airspeed,ink_top,78.592,482.3166
true_airspeed,ink_bottom,79.212,481.6988
true_airspeed,ink_top,79.212,482.3166
true_airspeed,ink_bottom,79.832,481.6988
true_airspeed,ink_top,79.832,482.3166
true_airspeed,ink_bottom,80.452,481.6988
true_airspeed,ink_top,80.452,482.3166
true_airspeed,ink_bottom,81.072,481.6988
true_airspeed,ink_top,81.072,482.3166
true_airspeed,ink_bottom,81.692,482.3166
true_airspeed,ink_top,81.692,482.3166
true_airspeed,ink_bottom,82.312,482.3166
true_airspeed,ink_top,82.312,482.3166
true_airspeed,ink_bottom,82.932,482.3166
true_airspeed,ink_top,82.932,482.9344
true_airspeed,ink_bottom,83.552,482.9344
true_airspeed,ink_top,83.552,482.9344
true_airspeed,ink_bottom,84.172,482.9344
true_airspeed,ink_top,84.172,483.5521
true_airspeed,ink_bottom,84.792,483.5521
true_airspeed,ink_top,84.792,483.5521
true_airspeed,ink_bottom,85.412,483.5521
true_airspeed,ink_top,85.412,484.1699
true_airspeed,ink_bottom,86.032,483.5521
true_airspeed,ink_top,86.032,484.1699
true_airspeed,ink_bottom,86.652,483.5521
true_airspeed,ink_top,86.652,484.1699
true_airspeed,ink_bottom,87.272,483.5521
true_airspeed,ink_top,87.272,484.1699
true_airspeed,ink_bottom,87.892,483.5521
true_airspeed,ink_top,87.892,484.1699
true_airspeed,ink_bottom,88.512,484.1699
true_airspeed,ink_top,88.512,484.1699
true_airspeed,ink_bottom,89.132,484.1699
true_airspeed,ink_top,89.132,484.1699
true_airspeed,ink_bottom,89.752,484.1699
true_airspeed,ink_top,89.752,484.1699
true_airspeed,ink_bottom,90.372,484.1699
true_airspeed,ink_top,90.372,484.7876
true_airspeed,ink_bottom,90.992,484.1699
true_airspeed,ink_top,90.992,484.7876
true_airspeed,ink_bottom,91.612,484.1699
true_airspeed,ink_top,91.612,484.1699
true_airspeed,ink_bottom,92.232,484.1699
true_airspeed,ink_top,92.232,484.1699
true_airspeed,ink_bottom,92.852,484.1699
true_airspeed,ink_top,92.852,484.1699
true_airspeed,ink_bottom,93.472,484.1699
true_airspeed,ink_top,93.472,484.1699
true_airspeed,ink_bottom,94.092,484.1699
true_airspeed,ink_top,94.092,484.1699
true_airspeed,ink_bottom,94.712,484.1699
true_airspeed,ink_top,94.712,484.7876
true_airspeed,ink_bottom,95.332,484.1699
true_airspeed,ink_top,95.332,484.7876
true_airspeed,ink_bottom,95.952,484.7876
true_airspeed,ink_top,95.952,484.7876
true_airspeed,ink_bottom,96.572,484.7876
true_airspeed,ink_top,96.572,485.4054
true_airspeed,ink_bottom,97.192,485.4054
true_airspeed,ink_top,97.192,485.4054
true_airspeed,ink_bottom,97.812,485.4054
true_airspeed,ink_top,97.812,485.4054
true_airspeed,ink_bottom,98.432,485.4054
true_airspeed,ink_top,98.432,486.0232
true_airspeed,ink_bottom,99.052,485.4054
true_airspeed,ink_top,99.052,486.0232
true_airspeed,ink_bottom,99.672,485.4054
true_airspeed,ink_top,99.672,486.0232
true_airspeed,ink_bottom,100.292,486.0232
true_airspeed,ink_top,100.292,486.0232
true_airspeed,ink_bottom,100.912,485.4054
true_airspeed,ink_top,100.912,486.0232
true_airspeed,ink_bottom,101.532,485.4054
true_airspeed,ink_top,101.532,486.0232
true_airspeed,ink_bottom,102.152,485.4054
true_airspeed,ink_top,102.152,486.0232
true_airspeed,ink_bottom,102.772,485.4054
true_airspeed,ink_top,102.772,486.0232
true_airspeed,ink_bottom,103.392,485.4054
true_airspeed,ink_top,103.392,486.0232
true_airspeed,ink_bottom,104.012,485.4054
true_airspeed,ink_top,104.012,486.0232
true_airspeed,ink_bottom,104.632,485.4054
true_airspeed,ink_top,104.632,485.4054
true_airspeed,ink_bottom,105.252,485.4054
true_airspeed,ink_top,105.252,485.4054
true_airspeed,ink_bottom,105.872,485.4054
true_airspeed,ink_top,105.872,485.4054
true_airspeed,ink_bottom,106.492,485.4054
true_airspeed,ink_top,106.492,485.4054
true_airspeed,ink_bottom,107.112,485.4054
true_airspeed,ink_top,107.112,486.0232
true_airspeed,ink_bottom,107.733,485.4054
true_airspeed,ink_top,107.733,486.0232
true_airspeed,ink_bottom,108.353,486.0232
true_airspeed,ink_top,108.353,486.0232
true_airspeed,ink_bottom,108.973,486.0232
true_airspeed,ink_top,108.973,486.0232
true_airspeed,ink_bottom,109.593,486.0232
true_airspeed,ink_top,109.593,486.0232
true_airspeed,ink_bottom,110.213,486.0232
true_airspeed,ink_top,110.213,486.0232
true_airspeed,ink_bottom,110.833,486.0232
true_airspeed,ink_top,110.833,486.0232
true_airspeed,ink_bottom,111.453,486.0232
true_airspeed,ink_top,111.453,486.0232
true_airspeed,ink_bottom,112.073,486.0232
true_airspeed,ink_top,112.073,486.0232
true_airspeed,ink_bottom,112.693,486.0232
true_airspeed,ink_top,112.693,486.0232
true_airspeed,ink_bottom,113.313,486.0232
true_airspeed,ink_top,113.313,486.0232
true_airspeed,ink_bottom,113.933,486.0232
true_airspeed,ink_top,113.933,486.0232
true_airspeed,ink_bottom,114.553,486.0232
true_airspeed,ink_top,114.553,486.0232
true_airspeed,ink_bottom,115.173,486.0232
true_airspeed,ink_top,115.173,486.0232
true_airspeed,ink_bottom,115.793,486.0232
true_airspeed,ink_top,115.793,486.0232
true_airspeed,ink_bottom,116.413,486.0232
true_airspeed,ink_top,116.413,486.6409
true_airspeed,ink_bottom,117.033,486.0232
true_airspeed,ink_top,117.033,486.6409
true_airspeed,ink_bottom,117.653,486.6409
true_airspeed,ink_top,117.653,487.2587
true_airspeed,ink_bottom,118.273,486.6409
true_airspeed,ink_top,118.273,487.2587
true_airspeed,ink_bottom,118.893,487.2587
true_airspeed,ink_top,118.893,487.2587
true_airspeed,ink_bottom,119.513,486.6409
true_airspeed,ink_top,119.513,487.2587
true_airspeed,ink_bottom,120.133,486.6409
true_airspeed,ink_top,120.133,487.2587
true_airspeed,ink_bottom,120.753,486.6409
true_airspeed,ink_top,120.753,487.2587
true_airspeed,ink_bottom,121.373,486.6409
true_airspeed,ink_top,121.373,487.2587
true_airspeed,ink_bottom,121.993,486.6409
true_airspeed,ink_top,121.993,486.6409
true_airspeed,ink_bottom,122.613,486.6409
true_airspeed,ink_top,122.613,486.6409
true_airspeed,ink_bottom,123.233,486.6409
true_airspeed,ink_top,123.233,487.2587
true_airspeed,ink_bottom,123.853,486.6409
true_airspeed,ink_top,123.853,486.6409
true_airspeed,ink_bottom,124.473,486.6409
true_airspeed,ink_top,124.473,486.6409
true_airspeed,ink_bottom,125.093,486.6409
true_airspeed,ink_top,125.093,486.6409
true_airspeed,ink_bottom,125.713,486.6409
true_airspeed,ink_top,125.713,486.6409
true_airspeed,ink_bottom,126.333,486.6409
true_airspeed,ink_top,126.333,487.2587
true_airspeed,ink_bottom,126.953,486.6409
true_airspeed,ink_top,126.953,487.2587
true_airspeed,ink_bottom,127.573,487.2587
true_airspeed,ink_top,127.573,487.8764
true_airspeed,ink_bottom,128.193,487.2587
true_airspeed,ink_top,128.193,487.2587
true_airspeed,ink_bottom,128.813,487.2587
true_airspeed,ink_top,128.813,487.8764
true_airspeed,ink_bottom,129.433,487.2587
true_airspeed,ink_top,129.433,487.8764
true_airspeed,ink_bottom,130.053,487.2587
true_airspeed,ink_top,130.053,487.8764
true_airspeed,ink_bottom,130.673,487.2587
true_airspeed,ink_top,130.673,487.8764
true_airspeed,ink_bottom,131.293,487.2587
true_airspeed,ink_top,131.293,487.8764
true_airspeed,ink_bottom,131.913,487.2587
true_airspeed,ink_top,131.913,487.8764
true_airspeed,ink_bottom,132.533,487.2587
true_airspeed,ink_top,132.533,487.8764
true_airspeed,ink_bottom,133.153,486.6409
true_airspeed,ink_top,133.153,487.8764
true_airspeed,ink_bottom,133.773,486.6409
true_airspeed,ink_top,133.773,487.2587
true_airspeed,ink_bottom,134.393,486.6409
true_airspeed,ink_top,134.393,487.2587
true_airspeed,ink_bottom,135.013,486.6409
true_airspeed,ink_top,135.013,486.6409
true_airspeed,ink_bottom,135.633,486.6409
true_airspeed,ink_top,135.633,486.6409
true_airspeed,ink_bottom,136.253,486.6409
true_airspeed,ink_top,136.253,486.6409
true_airspeed,ink_bottom,136.873,486.0232
true_airspeed,ink_top,136.873,486.6409
true_airspeed,ink_bottom,137.493,486.0232
true_airspeed,ink_top,137.493,486.6409
true_airspeed,ink_bottom,138.113,486.0232
true_airspeed,ink_top,138.113,486.6409
true_airspeed,ink_bottom,138.733,486.0232
true_airspeed,ink_top,138.733,486.6409
true_airspeed,ink_bottom,139.353,486.0232
true_airspeed,ink_top,139.353,486.6409
true_airspeed,ink_bottom,139.973,486.0232
true_airspeed,ink_top,139.973,486.6409
true_airspeed,ink_bottom,140.593,486.6409
true_airspeed,ink_top,140.593,486.6409
true_airspeed,ink_bottom,141.213,486.6409
true_airspeed,ink_top,141.213,486.6409
true_airspeed,ink_bottom,141.833,486.0232
true_airspeed,ink_top,141.833,486.6409
true_airspeed,ink_bottom,142.453,486.0232
true_airspeed,ink_top,142.453,486.6409
true_airspeed,ink_bottom,143.074,486.0232
true_airspeed,ink_top,143.074,486.6409
true_airspeed,ink_bottom,143.694,486.6409
true_airspeed,ink_top,143.694,486.6409
true_airspeed,ink_bottom,144.314,486.6409
true_airspeed,ink_top,144.314,486.6409
true_airspeed,ink_bottom,144.934,486.6409
true_airspeed,ink_top,144.934,487.2587
true_airspeed,ink_bottom,145.554,486.6409
true_airspeed,ink_top,145.554,486.6409
true_airspeed,ink_bottom,146.174,486.6409
true_airspeed,ink_top,146.174,486.6409
true_airspeed,ink_bottom,146.794,486.6409
true_airspeed,ink_top,146.794,486.6409
true_airspeed,ink_bottom,147.414,486.6409
true_airspeed,ink_top,147.414,486.6409
true_airspeed,ink_bottom,148.034,486.6409
true_airspeed,ink_top,148.034,486.6409
true_airspeed,ink_bottom,148.654,486.6409
true_airspeed,ink_top,148.654,486.6409
true_airspeed,ink_bottom,149.274,486.0232
true_airspeed,ink_top,149.274,486.6409
true_airspeed,ink_bottom,149.894,486.0232
true_airspeed,ink_top,149.894,486.6409
true_airspeed,ink_bottom,150.514,486.0232
true_airspeed,ink_top,150.514,486.6409
true_airspeed,ink_bottom,151.134,486.0232
true_airspeed,ink_top,151.134,486.6409
true_airspeed,ink_bottom,151.754,486.0232
true_airspeed,ink_top,151.754,486.0232
true_airspeed,ink_bottom,152.374,486.0232
true_airspeed,ink_top,152.374,486.0232
true_airspeed,ink_bottom,152.994,486.0232
true_airspeed,ink_top,152.994,486.0232
true_airspeed,ink_bottom,153.614,485.4054
true_airspeed,ink_top,153.614,486.0232
true_airspeed,ink_bottom,154.234,485.4054
true_airspeed,ink_top,154.234,486.0232
true_airspeed,ink_bottom,154.854,485.4054
true_airspeed,ink_top,154.854,486.0232
true_airspeed,ink_bottom,155.474,485.4054
true_airspeed,ink_top,155.474,486.0232
true_airspeed,ink_bottom,156.094,486.0232
true_airspeed,ink_top,156.094,486.0232
true_airspeed,ink_bottom,156.714,486.0232
true_airspeed,ink_top,156.714,486.6409
true_airspeed,ink_bottom,157.334,486.0232
true_airspeed,ink_top,157.334,486.6409
true_airspeed,ink_bottom,157.954,486.0232
true_airspeed,ink_top,157.954,486.6409
true_airspeed,ink_bottom,158.574,486.0232
true_airspeed,ink_top,158.574,486.6409
true_airspeed,ink_bottom,159.194,486.0232
true_airspeed,ink_top,159.194,486.6409
true_airspeed,ink_bottom,159.814,486.0232
true_airspeed,ink_top,159.814,486.6409
true_airspeed,ink_bottom,160.434,486.0232
true_airspeed,ink_top,160.434,486.6409
true_airspeed,ink_bottom,161.054,486.6409
true_airspeed,ink_top,161.054,486.6409
true_airspeed,ink_bottom,161.674,486.6409
true_airspeed,ink_top,161.674,487.2587
true_airspeed,ink_bottom,162.294,486.6409
true_airspeed,ink_top,162.294,487.2587
true_airspeed,ink_bottom,162.914,486.6409
true_airspeed,ink_top,162.914,487.2587
true_airspeed,ink_bottom,163.534,486.6409
true_airspeed,ink_top,163.534,487.2587
true_airspeed,ink_bottom,164.154,486.6409
true_airspeed,ink_top,164.154,487.2587
true_airspeed,ink_bottom,164.774,486.6409
true_airspeed,ink_top,164.774,487.2587
true_airspeed,ink_bottom,165.394,486.6409
true_airspeed,ink_top,165.394,487.2587
true_airspeed,ink_bottom,166.014,486.6409
true_airspeed,ink_top,166.014,486.6409
true_airspeed,ink_bottom,166.634,486.6409
true_airspeed,ink_top,166.634,486.6409
true_airspeed,ink_bottom,167.254,486.6409
true_airspeed,ink_top,167.254,487.2587
true_airspeed,ink_bottom,167.874,486.6409
true_airspeed,ink_top,167.874,487.2587
true_airspeed,ink_bottom,168.494,487.2587
true_airspeed,ink_top,168.494,487.2587
true_airspeed,ink_bottom,169.114,486.6409
true_airspeed,ink_top,169.114,487.2587
true_airspeed,ink_bottom,169.734,486.6409
true_airspeed,ink_top,169.734,487.2587
true_airspeed,ink_bottom,170.354,486.6409
true_airspeed,ink_top,170.354,487.2587
true_airspeed,ink_bottom,170.974,486.6409
