quantity,altitude,mach,value,mach_per_px,value_per_px,mach_span,value_span
cm_q,40K,0.563203,-22.526335,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
cm_q,40K,0.638889,-22.628338,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
cm_q,40K,0.701066,-22.869508,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
cm_q,40K,0.760909,-23.354823,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
cm_q,40K,0.802601,-23.949031,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
cm_q,40K,0.848032,-24.918897,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
cm_q,40K,0.887335,-25.325097,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
cm_q,40K,0.922330,-24.541972,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
cm_q,40K,0.949114,-23.292374,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
cm_q,40K,0.965240,-21.729050,3.480508e-03,7.008546e-02,1.000000e+00,2.400000e+01
