panel,curve,x_kft,value
horizontal,actual,11.7522,173.2618
horizontal,actual,12.3054,173.1920
horizontal,actual,13.2585,173.1736
horizontal,actual,11.1540,171.7436
horizontal,actual,13.6224,171.4207
horizontal,actual,10.6236,170.6297
horizontal,actual,10.0845,169.6911
horizontal,actual,13.9803,169.7037
horizontal,actual,14.4319,168.5587
horizontal,actual,9.5771,168.1472
horizontal,actual,8.1560,167.5255
horizontal,actual,15.0214,167.7958
horizontal,actual,7.4969,167.0682
horizontal,actual,8.6782,167.0111
horizontal,actual,15.6773,166.7950
horizontal,actual,9.1696,166.4350
horizontal,actual,16.2178,166.1733
horizontal,actual,7.0520,165.6634
horizontal,actual,16.6579,164.3446
horizontal,actual,17.2816,163.7344
horizontal,actual,6.8028,162.7004
horizontal,actual,17.9533,162.7593
horizontal,actual,21.0969,162.6977
horizontal,actual,22.8338,162.6321
horizontal,actual,19.7827,162.4998
horizontal,actual,18.5247,162.1280
horizontal,actual,21.6206,162.2683
horizontal,actual,19.1081,161.9597
horizontal,actual,20.3257,161.9597
horizontal,actual,22.3272,161.9316
horizontal,actual,23.3416,161.7503
horizontal,actual,24.5262,161.6140
horizontal,actual,25.0317,161.4967
horizontal,actual,23.9396,161.3653
horizontal,actual,6.6685,160.1079
horizontal,actual,6.5157,158.0796
horizontal,actual,6.3496,155.3358
horizontal,actual,-22.7732,146.5874
horizontal,actual,-22.1452,145.9297
horizontal,actual,-23.3384,145.8824
horizontal,actual,-21.5725,144.8487
horizontal,actual,-21.0407,144.4209
horizontal,actual,-20.5504,143.7808
horizontal,actual,5.9116,143.5719
horizontal,actual,-19.9787,142.6837
horizontal,actual,-0.5620,142.0249
horizontal,actual,-18.1926,142.3611
horizontal,actual,-5.7579,141.8570
horizontal,actual,-19.3867,141.5224
horizontal,actual,-18.7489,141.4021
horizontal,actual,-17.6242,141.5614
horizontal,actual,5.7861,140.7207
horizontal,actual,-6.3552,140.1492
horizontal,actual,1.1942,140.3549
horizontal,actual,-17.1100,140.0977
horizontal,actual,-16.6579,138.5452
horizontal,actual,1.5605,138.7983
horizontal,actual,-6.8927,138.0530
horizontal,actual,5.5402,138.0401
horizontal,actual,-16.0984,137.6052
horizontal,actual,-15.5026,137.2097
horizontal,actual,-14.8605,137.2531
horizontal,actual,-13.4856,137.2685
horizontal,actual,-10.6757,136.9027
horizontal,actual,-14.2051,136.9011
horizontal,actual,-12.0822,136.6627
horizontal,actual,-11.4156,136.7500
horizontal,actual,1.9018,136.6987
horizontal,actual,-12.8192,136.5841
horizontal,actual,-10.0821,136.3735
horizontal,actual,-8.7960,136.4661
horizontal,actual,-9.4809,136.1471
horizontal,actual,2.2005,134.7400
horizontal,actual,2.3128,132.4956
horizontal,actual,2.3410,130.1544
horizontal,actual,2.4472,127.6025
horizontal,actual,2.5764,124.6143
horizontal,actual,2.8714,120.2221
horizontal,actual,3.8305,119.7501
horizontal,actual,3.0797,116.4543
horizontal,actual,3.6333,117.3019
