# CR-2144 printed p.228, PDF page 233, middle panel, C_ndelta_r (rad^-1) vs Mach, 40000 ft curve
# calibration: x px->Mach from ticks 0/0.2/0.4/0.6/0.8/1 ; y px->value from ticks 0/-0.04/-0.08/-0.12
# tick fit residual: x 2.0 px, y 1.3 px (1 px = 0.00085 Mach)
# circle 8 (FC8) reads: -0.11405   [model carries: not supplied]
# circle 9 (FC9) reads: -0.12511   [model carries: not supplied]
# circle 10 (FC10) reads: -0.092114   [model carries: not supplied]
# manual clip applied: Mach 0.65 to -
mach,value
0.6699,-0.11076
0.6750,-0.11099
0.6800,-0.11158
0.6851,-0.11231
0.6902,-0.11303
0.6953,-0.11376
0.7003,-0.11447
0.7054,-0.1152
0.7105,-0.11595
0.7156,-0.11664
0.7206,-0.11729
0.7257,-0.11799
0.7308,-0.1187
0.7359,-0.11947
0.7409,-0.12026
0.7460,-0.12112
0.7511,-0.12183
0.7596,-0.12312
0.7646,-0.12417
0.7697,-0.12464
0.7748,-0.12482
0.7799,-0.12469
0.7849,-0.12451
0.7900,-0.12432
0.7951,-0.12414
0.8002,-0.12397
0.8052,-0.12379
0.8103,-0.12361
0.8154,-0.12348
0.8205,-0.12314
0.8255,-0.12228
0.8306,-0.12125
0.8357,-0.12012
0.8408,-0.11887
0.8458,-0.11738
0.8509,-0.11566
0.8560,-0.11409
0.8611,-0.11175
0.8661,-0.11029
0.8712,-0.10747
0.8763,-0.10384
0.8814,-0.10193
0.8864,-0.098858
0.8915,-0.095745
0.8966,-0.09262
0.9017,-0.089505
0.9067,-0.086386
0.9118,-0.083269
0.9169,-0.0809
0.9220,-0.080164
0.9270,-0.077326
0.9321,-0.07212
0.9372,-0.067481
0.9423,-0.063371
0.9473,-0.061531
0.9507,-0.061338
