# CR-2144 printed p.220, PDF page 225, top panel, C_Lalpha (rad^-1) vs Mach, 20000 ft curve
# calibration: x px->Mach from ticks 0/0.2/0.4/0.6/0.8/1 ; y px->value from ticks 6/4/2/0
# tick fit residual: x 0.4 px, y 0.6 px (1 px = 0.00085 Mach)
# circle 5 (FC5) reads: 4.6439   [model carries: not supplied]
# circle 6 (FC6) reads: 4.5073   [model carries: not supplied]
# circle 7 (FC7) reads: 4.234   [model carries: not supplied]
# manual clip applied: Mach - to 0.93
# extra trace seed used to pick up a branch carrying no marker
mach,value
0.4292,4.6818
0.4343,4.679
0.4394,4.6752
0.4444,4.6724
0.4495,4.6695
0.4546,4.6629
0.4648,4.6591
0.4699,4.6505
0.4749,4.6482
0.4800,4.6482
0.4851,4.6444
0.4902,4.6396
0.4953,4.6396
0.5004,4.6349
0.5054,4.6311
0.5105,4.6311
0.5156,4.6268
0.5207,4.6211
0.5258,4.6197
0.5309,4.6254
0.5359,4.6206
0.5410,4.6083
0.5495,4.6012
0.5546,4.5927
0.5597,4.5922
0.5647,4.587
0.5698,4.5841
0.5749,4.576
0.5859,4.5741
0.5910,4.567
0.5961,4.5623
0.6012,4.5575
0.6063,4.55
0.6156,4.5481
0.6207,4.5386
0.6257,4.5362
0.6308,4.531
0.6359,4.5262
0.6410,4.5205
0.6461,4.5148
0.6512,4.5092
0.6562,4.5035
0.6613,4.4978
0.6664,4.493
0.6715,4.4873
0.6766,4.4816
0.6817,4.4759
0.6867,4.4707
0.6986,4.4622
0.7037,4.4517
0.7088,4.4446
0.7139,4.4385
0.7189,4.4233
0.7249,4.4204
0.7300,4.4067
0.7350,4.3967
0.7401,4.3886
0.7452,4.3782
0.7503,4.3649
0.7664,4.3412
0.7715,4.3161
0.7766,4.3051
0.7816,4.2942
0.7867,4.2843
0.7918,4.2724
0.7969,4.2606
0.8020,4.2487
0.8071,4.2368
0.8121,4.225
0.8172,4.2126
0.8223,4.2017
0.8274,4.2079
0.8325,4.2577
0.8376,4.2843
0.8426,4.3602
0.8477,4.42
0.8528,4.4707
0.8604,4.5452
0.8655,4.6126
0.8706,4.6505
0.8757,4.6847
0.8808,4.7222
0.8892,4.7383
0.8943,4.7739
0.8994,4.7739
0.9045,4.7615
0.9096,4.7279
0.9147,4.6557
0.9197,4.5975
0.9248,4.5497
0.9299,3.8744
0.9553,3.7068
0.9604,3.0171
0.9655,2.9516
0.9706,2.8947
0.9757,2.8762
